userid	newsId	time
5218791	100648598	1394463264
5218791	100648802	1394463205
5218791	100648830	1394463196
5218791	100648915	1394463181
5218791	100648984	1394463158
5218791	100649040	1394463120
52550	100644102	1393607588
52550	100644648	1393607490
52550	100643974	1393607261
52550	100643946	1393607128
52550	100644648	1393606720
8936831	100651212	1394775609
1698962	100651469	1394781308
1698962	100646087	1393906484
1698962	100637151	1393905869
1421627	100633200	1393899219
1421627	100636362	1393899138
1421627	100633200	1393899038
1421627	100636362	1393899036
1421627	100637151	1393899030
745587	100652866	1395228744
745587	100653403	1395228682
745587	100653351	1395228661
745587	100653403	1395228635
745587	100633200	1393832320
5756927	100637175	1394534336
5756927	100648645	1394524570
5756927	100649503	1394524564
5756927	100646120	1394524558
5756927	100646153	1394524174
5756927	100649633	1394523940
5756927	100633200	1394522275
5756927	100648981	1394522065
5756927	100640893	1394521789
719605	100652898	1395150251
719605	100651130	1394707536
719605	100648593	1394261873
719605	100634859	1393844393
70413	100637151	1393634260
70413	100643328	1393634226
70413	100634859	1393634128
70413	100637151	1393633993
70413	100634859	1393633991
9106173	100651397	1394872875
9106173	100651304	1394872673
9106173	100650707	1394872486
9106173	100651913	1394872158
9106173	100650795	1394871962
9106173	100647712	1394871901
5034018	100646782	1394411945
5034018	100647336	1394411930
5034018	100647407	1394411922
5034018	100647597	1394411899
5034018	100647885	1394411887
5034018	100648235	1394411871
5034018	100648503	1394411816
5034018	100648582	1394411583
5034018	100648611	1394411561
5034018	100648634	1394411467
5034018	100648706	1394411380
5034018	100648717	1394411367
5034018	100648728	1394411300
5034018	100648752	1394411238
5034018	100648763	1394411206
5034018	100648768	1394411149
281608	100652919	1395324228
281608	100651469	1394792782
281608	100645485	1393950213
281608	100646087	1393950181
281608	100637151	1393740137
9106148	100642618	1394872582
9106148	100642609	1394872496
9106148	100642596	1394872470
9106148	100642311	1394872366
9106148	100642309	1394872201
9106148	100642684	1394872135
9106148	100642302	1394871902
9106148	100651913	1394871843
9106148	100642596	1394871723
7593272	100648634	1394670353
7593272	100648717	1394670343
7593272	100648752	1394670325
7593272	100648768	1394670314
7593272	100648802	1394670286
7593272	100648830	1394670233
7593272	100648915	1394670219
7593272	100648984	1394670187
7593272	100649040	1394670174
7593272	100650174	1394670165
7593272	100650220	1394670108
9901741	100650702	1395211646
9901741	100652686	1395211598
9901741	100649558	1395211575
9901741	100649574	1395211562
9901741	100649853	1395211531
9901741	100649924	1395211492
9901741	100650144	1395211470
9901741	100650156	1395211436
9901741	100650174	1395211408
9901741	100650220	1395211350
9901741	100653403	1395211321
9936676	100652935	1395234802
9936676	100653104	1395234790
9936676	100653275	1395234781
9936676	100653327	1395234734
9936676	100653351	1395234684
9936676	100653403	1395234657
2781536	100648593	1394350168
2781536	100640893	1394350095
2781536	100647924	1394350040
2781536	100640893	1394349938
2781536	100633200	1394349928
2781536	100640893	1394349927
2781536	100645940	1393999108
2781536	100646722	1393999060
5187705	100646153	1394463918
5187705	100647125	1394463649
5187705	100649196	1394460056
5187705	100645575	1394459935
5187705	100649260	1394459895
1369828	100651469	1394799498
1369828	100650702	1394723415
1369828	100645864	1393942049
1369828	100645933	1393942020
1369828	100646120	1393941941
1369828	100646153	1393941734
7629153	100650844	1394707016
7629153	100650707	1394707001
7629153	100650844	1394706974
7629153	100651081	1394706815
7629153	100651099	1394706722
7629153	100650338	1394706499
7629153	100649202	1394706443
7629153	100648768	1394706316
7629153	100642301	1394706082
7629153	100642630	1394705967
7629153	100642311	1394705863
7629153	100642302	1394705703
7629153	100642309	1394705550
7629153	100642618	1394705425
7629153	100651130	1394705223
7629153	100650633	1394672497
2184667	100649537	1394505792
2184667	100649202	1394505699
2184667	100648598	1394256074
2184667	100647825	1394164042
2184667	100646087	1393909521
3627088	100649524	1394530437
3627088	100649821	1394530188
3627088	100649879	1394529098
3627088	100647563	1394084206
3627088	100638339	1394083991
3627088	100647230	1394083552
4575934	100648582	1394302654
4575934	100648595	1394296997
4575934	100648597	1394296836
4575934	100648595	1394296507
4575934	100648574	1394296279
4575934	100648724	1394296231
4575934	100648735	1394295899
4506041	100648735	1394302167
4506041	100648598	1394301807
4506041	100648593	1394301549
4506041	100648598	1394300854
3382734	100637151	1394074467
3382734	100633200	1394074384
3382734	100637151	1394074353
3382734	100633200	1394074251
3382734	100637151	1394074180
3382734	100633200	1394074158
2951241	100650338	1394676880
2951241	100648940	1394600494
2951241	100650060	1394600220
2951241	100649965	1394588556
2951241	100645708	1394182036
2951241	100648244	1394181837
2951241	100646609	1393994105
4976083	100648717	1394410857
4976083	100648752	1394410737
4976083	100648768	1394410689
4976083	100648593	1394410482
4976083	100648598	1394410354
4976083	100648892	1394410204
52589	100642763	1393633983
52589	100643494	1393633825
52589	100643718	1393633800
52589	100643789	1393633758
52589	100643866	1393633677
52589	100644102	1393633606
52589	100644566	1393633601
52589	100644648	1393633510
7254221	100653403	1395226542
7254221	100648752	1394781193
7254221	100649646	1394781062
7254221	100651344	1394781012
7254221	100651469	1394780892
7254221	100650220	1394611666
2687128	100650174	1394883307
2687128	100647712	1394883194
2687128	100647745	1394883114
2687128	100649040	1394688933
2687128	100644052	1394684215
2687128	100637136	1393988351
9335706	100651950	1394985363
489765	100610556	1393817044
489765	100580685	1393816969
489765	100602583	1393816958
489765	100607280	1393816950
489765	100627424	1393816943
489765	100637151	1393816924
489765	100633200	1393816918
451490	100653527	1395222211
451490	100653561	1395221669
451490	100653362	1395221576
451490	100652866	1395221331
451490	100651404	1395136320
451490	100653019	1395135969
451490	100652267	1395032741
451490	100651934	1394890665
451490	100647973	1394803466
451490	100651032	1394775376
451490	100648049	1394736237
451490	100648337	1394736181
451490	100650316	1394735668
451490	100523272	1394734166
451490	100523274	1394734016
451490	100523268	1394733920
451490	100523266	1394733242
451490	100620523	1394732977
451490	100647125	1394732749
451490	100586036	1394731810
451490	100651130	1394731264
451490	100651212	1394731068
451490	100650266	1394730917
451490	100651194	1394730824
451490	100650992	1394730653
451490	100651054	1394730541
451490	100648892	1394451701
451490	100421092	1394257516
451490	100648319	1394257460
451490	100647914	1394257423
451490	100647785	1394256990
451490	100648598	1394256783
451490	100648611	1394256723
451490	100647948	1394169285
451490	100646712	1394117193
451490	100644843	1394117112
451490	100647482	1394116836
451490	100646153	1394116568
451490	100620339	1394116474
451490	100647467	1394116355
451490	100647113	1394090691
451490	100647228	1394090357
451490	100645940	1393947700
451490	100646585	1393947657
451490	100644736	1393946633
451490	100645537	1393946003
451490	100646114	1393884690
451490	100591114	1393850505
451490	100646007	1393850422
451490	100646080	1393850344
451490	100645322	1393850129
451490	100645398	1393849026
451490	100645428	1393848782
451490	100642630	1393848291
451490	100642309	1393847983
451490	100642618	1393847957
3448834	100653403	1395227973
3448834	100649202	1394445989
3448834	100647710	1394106537
3448834	100647427	1394074620
3779177	100646483	1394156644
3779177	100646722	1394156614
3779177	100647407	1394156597
3779177	100647427	1394156587
3779177	100647597	1394156568
3779177	100647885	1394156555
3779177	100647915	1394156499
3362967	100633200	1394093883
3362967	100637151	1394093858
3362967	100637136	1394093819
3362967	100633200	1394093816
3362967	100637151	1394093815
3362967	100637136	1394093811
1040669	100646722	1393940709
1040669	100646120	1393939392
1040669	100646153	1393939293
2379359	100650824	1394706717
2379359	100650633	1394667224
2379359	100649553	1394500516
2379359	100649537	1394500412
2379359	100649503	1394472535
2379359	100649260	1394436609
2379359	100647710	1394121634
2379359	100646087	1393895022
6917492	100649537	1394509185
3536829	100652773	1395145070
3536829	100652800	1395142537
3536829	100651836	1394838623
3536829	100649202	1394500633
3536829	100649537	1394500485
3536829	100649202	1394489218
3536829	100648402	1394234650
3536829	100647427	1394076677
312793	100651017	1395319845
312793	100653834	1395277876
312793	100653416	1395203787
312793	100652866	1395136460
312793	100652960	1395136348
