userid	newsId
24378	100653403
24378	100653785
24378	100653351
24378	100653757
24378	100651182
24378	100654109
24378	100653724
24378	100653720
24378	100647745
24378	100653898
24378	100650387
24378	100653904
24378	100653986
24378	100653826
930	100653403
930	100653351
930	100653327
930	100653104
930	100652935
930	100653275
930	100652817
930	100652788
930	100652447
930	100652409
930	100652271
930	100651469
930	100652168
930	100651950
3133070	100653403
3133070	100653351
3133070	100651276
3133070	100651265
3133070	100651247
3133070	100651215
3133070	100651048
3133070	100653327
3133070	100651469
3133070	100650992
3133070	100647712
3133070	100651344
3133070	100647745
3133070	100650702
1213710	100654109
1213710	100653785
1213710	100653904
1213710	100653948
1213710	100652703
1213710	100653826
1213710	100653722
1213710	100653323
1213710	100653986
1213710	100653933
1213710	100653724
1213710	100653465
1213710	100653840
1213710	100651343
3354852	100653403
3354852	100653351
3354852	100653785
3354852	100651182
3354852	100647745
3354852	100654109
3354852	100653757
3354852	100650387
3354852	100653720
3354852	100653904
3354852	100652919
3354852	100653724
3354852	100647712
3354852	100653948
436316	100653403
436316	100653351
436316	100653785
436316	100654109
436316	100651182
436316	100653757
436316	100647745
436316	100653948
436316	100650387
436316	100653904
436316	100653720
436316	100653986
436316	100653724
436316	100652919
788073	100653757
788073	100653403
788073	100654109
788073	100653785
788073	100653904
788073	100653720
788073	100654178
788073	100653948
788073	100653986
788073	100653601
788073	100653464
788073	100653990
788073	100653351
788073	100653834
1134096	100653403
1134096	100653351
1134096	100647745
1134096	100653327
1134096	100653785
1134096	100653275
1134096	100653104
1134096	100652935
1134096	100647712
1134096	100647672
833718	100653785
833718	100652703
833718	100654109
833718	100653904
833718	100653597
833718	100653446
833718	100653458
833718	100653724
833718	100653465
833718	100653601
833718	100653720
833718	100652866
833718	100653729
833718	100654390
201983	100653403
201983	100653351
201983	100647745
201983	100651182
201983	100653757
201983	100647712
201983	100647672
201983	100650387
201983	100652919
201983	100653785
201983	100653327
201983	100653275
201983	100654109
201983	100652686
7619930	100654109
7619930	100653904
7619930	100653898
7619930	100653785
7619930	100653720
7619930	100654112
7619930	100653986
7619930	100653990
7619930	100653826
7619930	100653948
7619930	100653830
7619930	100653724
7619930	100654243
7619930	100653861
464608	100653403
464608	100653351
464608	100654109
464608	100653785
464608	100651182
464608	100653986
464608	100653720
464608	100653757
464608	100653948
464608	100647745
464608	100650387
464608	100653990
464608	100653898
464608	100653904
173915	100653403
173915	100653757
173915	100651182
173915	100653785
173915	100647745
173915	100653351
173915	100650387
173915	100647672
173915	100653826
173915	100647712
173915	100652866
173915	100653298
173915	100653720
173915	100653765
132454	100653298
132454	100653785
132454	100651182
132454	100653724
132454	100653933
132454	100653722
132454	100653757
132454	100653403
132454	100653826
132454	100650400
132454	100652773
132454	100652866
132454	100647745
132454	100653720
1036292	100653403
1036292	100653351
1036292	100651265
1036292	100651215
1036292	100651247
1036292	100650992
1036292	100651048
1036292	100651276
1036292	100649924
1036292	100650677
1036292	100649574
1036292	100650617
1036292	100649853
1036292	100650488
249923	100653403
249923	100653351
249923	100651182
249923	100653757
249923	100653785
249923	100647745
249923	100654109
249923	100650387
249923	100652919
249923	100653948
249923	100647712
249923	100647672
249923	100653720
249923	100653327
799560	100653403
799560	100653351
799560	100653785
799560	100654109
799560	100651182
799560	100653986
799560	100653757
799560	100647745
799560	100653720
799560	100653724
799560	100650387
799560	100653826
799560	100653948
799560	100653722
10430470	100653785
10430470	100653403
10430470	100654109
10430470	100653724
10430470	100654186
10430470	100653720
10430470	100653861
10430470	100653904
10430470	100653351
10430470	100653298
10430470	100653757
10430470	100651182
10430470	100653898
10430470	100653722
3424543	100647672
3424543	100647745
3424543	100651182
3424543	100647712
3424543	100652919
3424543	100653757
3424543	100650387
3424543	100603376
231780	100653403
231780	100654109
231780	100653785
231780	100653351
231780	100651182
231780	100653323
231780	100653948
231780	100653757
231780	100653724
231780	100653720
231780	100653986
231780	100653990
231780	100647745
231780	100653298
860329	100653403
860329	100653785
860329	100653351
860329	100651182
860329	100653757
860329	100654109
860329	100647745
860329	100647712
860329	100650387
860329	100653720
860329	100653948
860329	100653724
860329	100652919
860329	100653298
6998128	100653785
6998128	100653986
6998128	100653720
6998128	100654109
6998128	100653724
6998128	100653904
6998128	100653298
6998128	100654112
6998128	100653898
6998128	100652179
6998128	100653740
6998128	100653380
6998128	100653830
6998128	100654022
3772757	100653785
3772757	100653403
3772757	100653724
3772757	100654109
3772757	100653351
3772757	100653986
3772757	100653298
3772757	100653757
3772757	100651182
3772757	100653904
3772757	100647745
3772757	100653720
3772757	100653826
3772757	100653722
9881397	100653403
9881397	100652773
9881397	100653351
9881397	100653757
9881397	100651182
9881397	100647745
9881397	100653785
9881397	100653826
9881397	100647712
9881397	100653298
9881397	100651469
9881397	100647672
9881397	100653327
9881397	100653275
466877	100653403
466877	100653351
466877	100651182
466877	100653757
466877	100653785
466877	100654109
466877	100647745
466877	100650387
466877	100652919
466877	100647712
466877	100653327
466877	100653720
466877	100653323
466877	100647672
9657325	100647672
9657325	100647745
9657325	100653403
9657325	100647712
9657325	100651182
9657325	100652919
9657325	100651469
9657325	100653351
9657325	100650387
9657325	100651950
9657325	100650400
9657325	100651276
9657325	100650220
9657325	100653327
6670388	100653757
6670388	100653403
6670388	100653826
6670388	100654153
26947	100653403
26947	100653351
26947	100653327
26947	100653275
26947	100653104
26947	100652935
26947	100652817
26947	100652788
26947	100652447
26947	100652409
26947	100652271
26947	100652020
26947	100652168
26947	100651182
1209194	100647745
1209194	100652919
1209194	100650387
1209194	100647672
1209194	100647712
1209194	100651182
1514076	100653785
1514076	100653724
1514076	100653403
1514076	100653826
1514076	100653757
1514076	100653298
1514076	100653834
1514076	100654109
1514076	100653720
1514076	100653818
1514076	100653948
1514076	100653617
1514076	100653986
1514076	100654317
5195374	100653826
5195374	100647712
5195374	100647672
5195374	100653757
5195374	100653403
5195374	100647745
5195374	100654303
5195374	100653990
5195374	100652773
5195374	100637433
5195374	100633901
5195374	100603422
5195374	100510169
5195374	100454955
6006236	100653403
6006236	100653826
6006236	100653757
6006236	100654014
6006236	100653351
6006236	100653461
622805	100653403
622805	100653351
622805	100653327
622805	100651182
622805	100654109
622805	100653785
622805	100653757
622805	100647745
622805	100650387
622805	100653275
622805	100653298
622805	100653986
622805	100653323
622805	100653898
9551598	100653403
9551598	100653785
9551598	100653351
9551598	100653740
9551598	100651182
9551598	100653986
9551598	100654109
9551598	100653799
9551598	100653093
9551598	100650387
9551598	100653722
9551598	100651265
9551598	100653298
9551598	100653757
782830	100651432
782830	100653785
782830	100654112
782830	100654225
782830	100654243
782830	100653898
782830	100653403
782830	100654109
782830	100652872
782830	100654246
782830	100653986
782830	100653927
782830	100654014
782830	100653830
509576	100653403
509576	100653785
509576	100653724
509576	100653351
509576	100653757
509576	100653904
509576	100647712
509576	100653990
509576	100653720
509576	100651469
509576	100653601
509576	100651432
509576	100653830
509576	100653834
7052460	100647745
7052460	100647712
7052460	100647672
7052460	100651182
7052460	100652919
7052460	100650387
7052460	100650400
7052460	100653142
7052460	100652686
7052460	100653757
7052460	100653351
7052460	100653327
7052460	100652179
7052460	100650702
2190607	100653826
2190607	100653948
2190607	100653785
2190607	100653861
2190607	100653323
2190607	100653724
2190607	100653757
2190607	100653986
2190607	100653904
2190607	100654109
2190607	100651182
2190607	100653898
2190607	100653840
2190607	100653933
55184	100653403
55184	100653351
55184	100653785
55184	100654109
55184	100651182
55184	100653757
55184	100647745
