userid	newsId
24378	100654455
24378	100654434
24378	100654204
24378	100654303
24378	100651182
24378	100654022
24378	100654498
24378	100654339
24378	100654463
24378	100654847
930	100654455
930	100654434
930	100654204
930	100651182
930	100654303
930	100652919
930	100654022
930	100654463
930	100654498
930	100654733
1162374	100654204
1162374	100654022
1162374	100654455
1162374	100654303
1162374	100653840
1162374	100654434
1162374	100653853
1162374	100653403
1162374	100653104
1162374	100653275
3133070	100654204
3133070	100654022
3133070	100653933
3133070	100653892
3133070	100653853
3133070	100653740
3133070	100653403
3133070	100653298
10017670	100651182
10017670	100650387
10017670	100652919
10017670	100652966
10017670	100653515
10017670	100653785
10017670	100654204
10017670	100653298
10017670	100646812
10017670	100634976
10164832	100654455
10164832	100654204
10164832	100654434
10164832	100654339
10164832	100652966
10164832	100651308
10164832	100487321
10164832	100654302
10164832	100654471
10164832	100654022
436316	100654455
436316	100654434
436316	100654204
436316	100654303
436316	100651182
436316	100654429
436316	100654395
436316	100654022
436316	100654498
436316	100654471
7736055	100654455
7736055	100654434
7736055	100654204
7736055	100654303
7736055	100654395
7736055	100654429
7736055	100651182
7736055	100654471
7736055	100654847
7736055	100654556
3354852	100654455
3354852	100654434
3354852	100654204
3354852	100654303
3354852	100651182
3354852	100654022
3354852	100654339
3354852	100654556
3354852	100654471
3354852	100652919
1213710	100654434
1213710	100654455
1213710	100654429
1213710	100654395
1213710	100654471
1213710	100654237
1213710	100654178
1213710	100651419
1213710	100654733
1213710	100653785
7402583	100654455
7402583	100654434
7402583	100654204
7402583	100654429
7402583	100654746
7402583	100654776
7402583	100654847
7402583	100654498
7402583	100654712
7402583	100654022
8815	100654455
8815	100654204
8815	100654434
8815	100654847
8815	100651182
8815	100654022
8815	100654303
8815	100654429
8815	100654395
8815	100654365
26947	100654204
26947	100654455
26947	100651182
26947	100654022
26947	100654434
26947	100654303
26947	100652919
26947	100653933
26947	100653403
26947	100652966
38940	100654204
38940	100654455
38940	100654434
38940	100651182
38940	100654022
38940	100652919
38940	100654303
38940	100653933
38940	100653403
38940	100653351
63433	100654434
63433	100654455
63433	100654395
63433	100654429
63433	100654733
63433	100651343
63433	100654580
63433	100654734
63433	100652595
63433	100651182
10430470	100654455
10430470	100654434
10430470	100654303
10430470	100654204
10430470	100655008
10430470	100654365
10430470	100654847
10430470	100654489
10430470	100654429
10430470	100654776
4253	100654204
4253	100654455
4253	100654434
4253	100654303
4253	100654022
4253	100651182
4253	100654556
4253	100654847
4253	100654463
4253	100653403
7619930	100654455
7619930	100654434
7619930	100654429
7619930	100654204
7619930	100654498
7619930	100654395
7619930	100654303
7619930	100654776
7619930	100654760
7619930	100654712
788073	100654434
788073	100654455
788073	100638748
788073	100653298
788073	100654945
788073	100650387
788073	100627798
788073	100651469
788073	100654471
788073	100654463
201983	100654204
201983	100654455
201983	100654434
201983	100651182
201983	100654022
201983	100654303
201983	100652919
201983	100653933
201983	100652966
201983	100653403
1134096	100654204
1134096	100654022
464608	100654455
464608	100654434
464608	100654204
464608	100654303
464608	100651182
464608	100654429
464608	100654498
464608	100654395
464608	100654022
464608	100654471
182632	100654204
182632	100654455
182632	100654434
182632	100651182
182632	100654022
182632	100654303
182632	100652919
182632	100653403
182632	100652966
182632	100654776
944707	100654204
944707	100654455
944707	100654022
944707	100653933
944707	100653892
944707	100653853
944707	100653740
944707	100652919
944707	100472745
3378054	100651182
3378054	100652919
3378054	100650387
3378054	100653515
3378054	100654204
3378054	100653298
3378054	100652966
3378054	100650261
3378054	100650677
3378054	100650617
833718	100654204
833718	100654455
833718	100654434
833718	100651182
833718	100654303
833718	100654022
833718	100653948
833718	100651343
833718	100654178
833718	100654463
57482	100654204
57482	100654455
57482	100651182
57482	100654434
57482	100654022
57482	100654303
57482	100652919
57482	100653403
57482	100652966
57482	100653351
655144	100654204
655144	100654455
655144	100654022
655144	100651182
655144	100652919
655144	100654434
655144	100654303
655144	100653351
655144	100654463
655144	100654336
324372	100654455
324372	100654204
324372	100654434
324372	100651182
324372	100654303
324372	100654022
324372	100654395
324372	100654429
324372	100652919
324372	100654847
33131	100654455
33131	100654434
33131	100654204
33131	100654303
33131	100651182
33131	100654022
33131	100654339
33131	100652919
33131	100654498
33131	100654556
7266296	100654204
7266296	100654022
7266296	100654455
7266296	100651344
7266296	100653933
7266296	100652686
7266296	100651276
7266296	100650527
7266296	100654303
7266296	100654682
8761564	100654455
8761564	100654434
8761564	100654303
8761564	100654615
8761564	100654476
8761564	100654395
8761564	100654246
8761564	100654463
8761564	100653986
8761564	100654471
466877	100654455
466877	100654204
466877	100654434
466877	100654303
466877	100651182
466877	100654022
466877	100654556
466877	100654339
466877	100654109
466877	100653403
231780	100654455
231780	100654434
231780	100654204
231780	100654303
231780	100654429
231780	100654395
231780	100654847
231780	100654339
231780	100654556
231780	100654022
4910513	100651182
4910513	100654204
4910513	100653515
4910513	100654022
4910513	100650387
4910513	100652966
4910513	100654434
4910513	100653298
4910513	100652919
4910513	100654682
59794	100654455
59794	100654434
59794	100654204
59794	100651182
59794	100654303
59794	100654022
59794	100654339
59794	100654498
59794	100654556
59794	100654429
173915	100654455
173915	100654434
173915	100651182
173915	100654204
173915	100652919
173915	100654303
173915	100653515
173915	100653785
173915	100654109
173915	100654339
799560	100654455
799560	100654434
799560	100654204
799560	100654303
799560	100654339
799560	100651182
799560	100654022
799560	100654429
799560	100654498
799560	100653986
643905	100654455
643905	100654434
643905	100654204
643905	100651182
643905	100654303
643905	100654022
643905	100654395
643905	100654429
643905	100654471
643905	100654556
7621482	100654204
7621482	100654022
7621482	100654455
7621482	100653785
7621482	100654453
7621482	100653933
7621482	100653298
7621482	100652800
7621482	100652430
7621482	100652919
42406	100654455
42406	100654434
42406	100654204
42406	100654303
42406	100651182
42406	100654429
42406	100654022
42406	100654847
42406	100654498
42406	100654395
4949545	100654455
4949545	100654434
4949545	100654204
4949545	100654303
4949545	100651182
4949545	100654365
4949545	100654022
4949545	100654847
4949545	100654556
4949545	100654246
357322	100654434
357322	100654455
357322	100654204
357322	100654303
357322	100654339
357322	100654556
357322	100654022
357322	100651182
357322	100654463
357322	100653986
249923	100654455
249923	100654204
249923	100654434
249923	100654303
249923	100651182
249923	100654022
249923	100654429
249923	100652919
249923	100654471
249923	100653785
77119	100654455
77119	100654434
77119	100654204
77119	100654429
77119	100654395
77119	100651182
77119	100654303
77119	100654022
77119	100654498
77119	100654463
146117	100654455
146117	100654434
146117	100654204
146117	100654303
146117	100651182
146117	100654022
146117	100654556
146117	100654395
146117	100654847
146117	100654365
590861	100651182
590861	100652919
590861	100652966
590861	100650387
590861	100472745
590861	100654204
590861	100654022
590861	100653933
590861	100653515
860329	100654455
860329	100654434
860329	100654204
860329	100651182
860329	100654303
860329	100654022
860329	100652919
860329	100654429
860329	100654395
860329	100654556
302478	100654455
302478	100654434
302478	100654395
302478	100654733
302478	100654463
302478	100651419
302478	100654429
302478	100654303
302478	100654521
302478	100652621
7228253	100654204
7228253	100651182
7228253	100654455
7228253	100654022
7228253	100653403
7228253	100650387
7228253	100654112
7228253	100651344
7228253	100653515
7228253	100654434
1036292	100654204
1036292	100654022
1036292	100654365
1036292	100651308
349088	100654455
349088	100654204
349088	100654434
349088	100651308
349088	100651182
349088	100654022
349088	100651343
349088	100651321
349088	100654734
349088	100654298
6998128	100654434
6998128	100654455
6998128	100654303
6998128	100654339
6998128	100654498
6998128	100654429
6998128	100654463
6998128	100654574
6998128	100654471
6998128	100654551
4041742	100654434
4041742	100654455
4041742	100654303
4041742	100654365
4041742	100654574
4041742	100654551
4041742	100653617
4041742	100654847
4041742	100655008
4041742	100654109
1019709	100654204
1019709	100654022
1019709	100653351
1019709	100653933
1019709	100651276
1019709	100651247
1019709	100653327
1019709	100653892
1019709	100653853
1019709	100653740
61761	100654455
61761	100654434
61761	100654204
61761	100654303
61761	100651182
61761	100654429
61761	100654463
61761	100654395
61761	100654847
61761	100654574
132454	100654434
132454	100654303
132454	100654556
132454	100654339
132454	100654109
132454	100654455
132454	100654365
132454	100654404
132454	100654302
132454	100654288
3099458	100654434
3099458	100654455
3099458	100654109
3099458	100653948
3099458	100654471
3099458	100651308
3099458	100653557
3099458	100654365
3099458	100654463
3099458	100654303
5835214	100654204
5835214	100654455
5835214	100654022
5835214	100651182
5835214	100654434
5835214	100654303
5835214	100654429
5835214	100654395
5835214	100654733
5835214	100653933
8214338	100654204
8214338	100654022
8214338	100653298
8214338	100651247
8214338	100651265
8214338	100651276
8214338	100651344
8214338	100651469
8214338	100651659
8214338	100652168
4560260	100654455
4560260	100654434
4560260	100654204
4560260	100654303
